Date,Open,High,Low,Close,Volume
10/7/2005,157.552551,158.4935,155.42543,156.651657,13527059
10/10/2005,156.811813,157.567566,154.729736,155.480484,11133256
10/11/2005,155.460464,156.481476,152.582581,153.203201,17068115
10/12/2005,152.752747,153.748749,149.649643,150.635635,18593788
10/13/2005,151.151154,151.151154,145.485489,148.868866,21114265
10/14/2005,150.100098,150.265259,146.416412,148.218216,17021162
10/17/2005,148.898895,152.752747,147.427429,152.652649,15118267
10/18/2005,152.632629,154.13414,151.521515,151.791794,14141444
10/19/2005,152.152145,155.090088,152.132126,154.504501,14007379
10/20/2005,155.150146,155.720718,150.755753,151.751755,27795577
10/21/2005,173.073074,173.388382,166.666672,170.120117,45739015
10/24/2005,171.856857,174.824829,171.266266,174.499496,18844537
10/25/2005,173.063065,173.873871,171.601608,173.628632,13742843
10/26/2005,173.313309,178.178177,173.268265,177.897903,17797185
10/27/2005,178.478485,178.723724,176.016022,176.706711,10258531
10/28/2005,177.81282,179.654648,177.687683,179.264267,11795193
10/31/2005,180.300293,187.562561,179.934937,186.256256,28657114
11/1/2005,186.116119,192.142136,184.689697,189.879883,32679488
11/2/2005,191.041046,192.692688,188.773773,190.030029,21109669
11/3/2005,191.396393,193.48349,190.880875,193.168167,14881903
11/4/2005,195.185181,196.091095,192.917923,195.410416,17632150
11/7/2005,197.747742,198.933929,196.271271,197.712708,19163817
11/8/2005,197.322327,197.992996,194.484482,195.145142,15779205
11/9/2005,193.528534,194.33934,189.204208,189.764771,20912866
11/10/2005,189.36937,195.870865,188.9039,195.745743,18239143
11/11/2005,197.757751,198.648651,194.619614,195.395401,14113672
11/14/2005,196.256256,199.309311,195.960968,198.683685,15600184
11/15/2005,197.38739,198.6987,195.67067,196.596603,17232550
11/16/2005,198.298294,199.624619,197.252258,199.274277,17373010
11/17/2005,201.101105,202.107101,199.964966,201.926926,18405976
11/18/2005,201.946945,202.452454,200.125122,200.305298,14037149
11/21/2005,199.78479,205.19519,196.94194,204.884888,20649530
11/22/2005,204.529526,208.863861,203.318314,208.443436,19172808
11/23/2005,208.728729,212.572571,208.098099,211.641647,20149830
11/25/2005,213.103104,214.589584,212.862869,214.524521,9670520
11/28/2005,215.125122,215.835831,211.431427,211.95195,21994783
11/29/2005,212.442444,213.413406,201.271271,201.97197,42948608
11/30/2005,202.332336,204.429428,197.977982,202.657654,31162007
12/1/2005,204.80481,207.927933,204.34935,207.252258,19470310
12/2/2005,208.67868,209.974976,207.137131,209.059052,15071913
12/5/2005,208.70871,208.958954,202.342346,203.128128,20558221
12/6/2005,204.55455,208.413406,201.051056,202.472473,30220349
12/7/2005,203.283279,203.553558,199.704712,202.312317,23308468
12/8/2005,202.852859,205.530533,201.521515,205.530533,17802180
12/9/2005,207.707703,208.098099,204.484482,204.80481,15271513
12/12/2005,207.522522,207.81282,205.180176,206.511505,13886300
12/13/2005,206.456451,209.209213,206.026031,208.953949,16311272
12/14/2005,208.728729,210.075073,207.952957,209.689697,13247539
12/15/2005,209.764771,211.781784,208.458466,211.486481,12079508
12/16/2005,212.882889,216.466461,211.586594,215.290283,32628339
12/19/2005,216.316315,223.328323,210.265259,212.512512,43829726
12/20/2005,214.14415,216.316315,212.547546,215.085083,20149231
12/21/2005,216.991989,218.648651,210.565567,213.378372,22421356
12/22/2005,216.101105,216.646652,213.178177,216.236237,15078107
12/23/2005,216.29129,216.466461,214.604599,215.680679,9181010
12/27/2005,216.146149,216.146149,211.591599,212.532532,13392194
12/28/2005,212.382385,214.104111,210.840836,213.558563,14221564
12/29/2005,214.204208,214.579575,209.7948,210.285278,13877708
12/30/2005,208.843842,209.314316,207.077072,207.637634,15159026
1/3/2006,211.471466,218.053055,209.319321,217.83284,26216158
1/4/2006,222.172165,224.704712,220.095093,222.84285,30542227
1/5/2006,223.223221,226.001007,220.970978,225.84584,21594983
1/6/2006,228.663666,235.485489,226.846848,233.063065,35478286
1/9/2006,233.438431,236.936935,230.700699,233.683685,25558216
1/10/2006,232.442444,235.360367,231.251251,235.115112,18176006
1/11/2006,235.870865,237.792786,234.824829,236.051056,17996785
1/12/2006,237.097092,237.732727,230.980988,232.047043,20230349
1/13/2006,232.38739,233.67868,231.036041,233.358353,15297887
1/17/2006,231.761765,235.185181,231.49649,233.788788,16524059
1/18/2006,223.873871,228.908905,221.846848,222.677673,40930429
1/19/2006,225.810806,226.97197,216.716721,218.443436,29045525
1/20/2006,219.569565,220.235229,197.567566,199.929932,82151167
1/23/2006,203.89389,214.409409,203.068069,213.963959,45437317
1/24/2006,218.233231,222.697693,217.457458,221.73674,30898271
1/25/2006,225.85585,227.342346,214.824829,216.716721,37442120
1/26/2006,219.98999,220.21521,211.991989,217.352356,25826348
1/27/2006,217.717712,219.32933,214.704712,216.96196,16887496
1/30/2006,214.829834,216.856857,212.712708,213.623627,17160622
1/31/2006,215.500504,220.02002,212.197205,216.546555,44087868
2/1/2006,194.709717,201.201202,193.953949,201.091095,54190755
2/2/2006,202.112106,203.453445,198.188187,198.218216,23591785
2/3/2006,197.007004,197.147141,186.471466,190.965973,36527036
2/6/2006,192.847855,195.145142,189.969971,192.742737,17862919
2/7/2006,191.686691,192.042038,181.856857,184.14415,33227140
2/8/2006,184.424423,185.530533,177.512512,184.724731,41566592
2/9/2006,185.785782,187.38739,178.233231,179.56456,23800975
2/10/2006,181.156158,182.432434,176.74675,181.486481,30416553
2/13/2006,173.4935,175.475479,171.116119,173.023026,39396164
2/14/2006,172.837845,176.021027,171.371368,171.831833,29278692
2/15/2006,170.805801,173.173172,169.084091,171.361359,25868106
2/16/2006,173.008011,183.683685,172.417419,183.413406,42588369
2/17/2006,185.115112,186.256256,181.991989,184.559555,28611760
2/21/2006,183.403397,186.956955,182.737732,183.478485,17354628
2/22/2006,183.758759,184.659653,182.112106,182.927933,12939448
2/23/2006,182.987991,190.810806,182.877884,189.224228,25078097
2/24/2006,188.838837,190.22522,186.931931,188.888885,12955631
2/27/2006,190.825821,196.046051,190.330338,195.385391,20403976
2/28/2006,196.796799,198.968964,169.424423,181.491486,78796325
3/1/2006,184.464462,184.909912,180.830826,182.582581,24098278
3/2/2006,182.322327,190.740738,181.281281,188.413406,36623939
3/3/2006,192.342346,193.813812,188.068069,189.279282,23900076
3/6/2006,190.645645,191.891891,183.753754,184.234238,17861521
3/7/2006,182.692688,184.409409,179.254257,182.40741,20736842
3/8/2006,177.142136,180.19519,175.44545,177.117111,23467709
3/9/2006,177.872879,179.444443,170.920914,171.671677,27792979
3/10/2006,171.921921,172.422424,165.940948,168.918915,38612549
3/13/2006,170.635635,173.223221,167.892899,168.6987,27257515
3/14/2006,168.738739,176.361359,166.476471,175.755753,36864499
3/15/2006,175.560562,176.326324,170.43544,172.422424,25512062
3/16/2006,174.479477,174.549545,169.119125,169.55455,20013367
3/17/2006,169.569565,171.061066,167.632629,170.065063,17086297
3/20/2006,171.341339,175.220215,170.940948,174.269272,20794385
3/21/2006,175.180176,176.006012,169.709717,170.130127,19642538
3/22/2006,170.045044,172.222229,168.918915,170.280273,15176808
3/23/2006,171.346344,173.04805,170.270264,171.116119,14854531
3/24/2006,184.494492,185.230225,181.436432,183.083084,30330839
3/27/2006,183.728729,186.041046,182.682678,185.030029,14033353
3/28/2006,186.041046,189.119125,185.770767,188.788788,17873708
3/29/2006,190.160156,199.699707,189.944946,197.687683,38016945
3/30/2006,194.789795,196.946945,191.996994,194.414413,29393977
3/31/2006,194.56456,196.131134,192.207214,195.19519,72969757
4/3/2006,194.959961,196.431427,194.159164,195.045044,16229155
4/4/2006,195.145142,202.652649,194.264267,202.372375,31399969
4/5/2006,204.304306,207.492493,201.611618,204.199203,26794179
4/6/2006,203.448441,207.152145,202.917923,205.795792,17179803
4/7/2006,206.411407,206.631638,202.212219,203.283279,14037748
4/10/2006,203.743744,208.793793,202.827835,208.398392,18621560
4/11/2006,208.418411,209.759766,203.313309,205.035034,22192186
4/12/2006,204.704712,205.870865,202.797791,204.679688,12021966
4/13/2006,204.519516,205.085083,200.450455,201.281281,13092694
4/17/2006,201.926926,206.456451,200.620621,203.613617,16502481
4/18/2006,204.169174,205.120117,200.950958,202.322327,16258925
4/19/2006,206.491486,207.027023,203.568573,205.45546,13549837
4/20/2006,205.710709,208.208206,204.304306,207.707703,24518457
4/21/2006,224.674683,225.585587,218.303299,218.768768,45057497
4/24/2006,219.919922,222.572571,218.478485,220.470474,17655127
4/25/2006,220.035034,220.740738,213.213211,213.793793,19118862
4/26/2006,214.084091,215.235229,211.976974,213.198196,14541044
4/27/2006,211.666672,213.668671,209.904907,210.22522,16659124
4/28/2006,209.524521,213.078079,208.358353,209.179184,14827757
5/1/2006,209.444443,209.929932,199.474472,199.649643,20701678
5/2/2006,200.740738,201.446442,194.394394,197.597595,26182391
5/3/2006,198.373367,200.950958,195.635635,197.282288,16128256
5/4/2006,197.712708,199.634628,196.3013,197.572571,9294696
5/5/2006,198.998993,200.540543,196.08609,197.347351,12117870
5/8/2006,197.752747,198.758759,195.220215,197.587585,10226963
5/9/2006,198.04805,204.704712,197.072067,204.604599,18262919
5/10/2006,204.35936,206.061066,201.131134,201.691696,12362026
5/11/2006,201.911911,202.557556,192.682678,193.693695,17767814
5/12/2006,191.96196,192.627625,186.96196,187.252258,20155025
5/15/2006,188.153152,190.265259,184.309311,188.288284,17163020
5/16/2006,188.183182,188.618622,185.130127,185.835831,12969218
5/17/2006,185.490494,190.110107,185.295288,187.437439,21266312
5/18/2006,189.579575,191.0961,185.540543,185.680679,11658330
5/19/2006,186.826828,187.437439,180.465469,185.19519,22773604
5/22/2006,184.109116,186.701706,182.807816,185.66066,17191591
5/23/2006,187.292297,192.132126,186.966965,187.977982,17948034
5/24/2006,188.863861,191.911911,185.990997,190.815811,19088492
5/25/2006,189.729736,191.691696,186.341339,191.686691,16372811
5/26/2006,192.467468,193.133133,190.2052,190.86586,7326666
5/30/2006,189.32933,190.690689,185.910904,186.156158,8623368
5/31/2006,187.087082,189.314316,183.573578,186.0961,15946637
6/1/2006,186.956955,191.686691,185.985992,191.501495,12543444
